40.009958000000005,116.31511299999998,1240102351.0
40.010033,116.315091,1240102356.0
40.010059999999996,116.31505800000001,1240102361.0
40.010071999999994,116.31501100000001,1240102366.0
40.010071999999994,116.314957,1240102371.0
40.010145,116.314773,1240102376.0
40.010101,116.314628,1240102381.0
40.010098,116.31454699999999,1240102386.0
40.010053000000006,116.31451200000001,1240102391.0
40.009941999999995,116.31452900000001,1240102396.0
40.009655,116.314674,1240102401.0
40.00955,116.31476699999999,1240102406.0
40.009538,116.314903,1240102411.0
40.009557,116.31521399999998,1240102416.0
40.00956,116.315497,1240102421.0
40.009487,116.315702,1240102426.0
40.009459,116.31581899999999,1240102431.0
40.009374,116.31598100000001,1240102436.0
40.009131,116.31606799999999,1240102441.0
40.008967,116.316327,1240102446.0
40.008911,116.31669099999999,1240102451.0
40.008936,116.31696699999999,1240102456.0
40.008925,116.31720200000001,1240102461.0
40.008922,116.31743600000001,1240102466.0
40.008982,116.31764299999999,1240102471.0
40.008876,116.31766200000001,1240102476.0
40.008756,116.317674,1240102481.0
40.008548,116.317659,1240102486.0
40.008356,116.317679,1240102491.0
40.008207,116.31768899999999,1240102496.0
40.008041,116.31771,1240102501.0
40.00789,116.317674,1240102506.0
40.007659999999994,116.31777,1240102511.0
40.007519,116.31776,1240102516.0
40.007381,116.31778500000001,1240102521.0
40.007181,116.317769,1240102526.0
40.006932,116.31779399999999,1240102531.0
40.006682,116.317806,1240102536.0
40.006475,116.317783,1240102541.0
40.00629,116.31776799999999,1240102546.0
40.006134,116.3178,1240102551.0
40.005866999999995,116.317776,1240102556.0
40.005628,116.31780400000001,1240102561.0
40.005435999999996,116.317871,1240102566.0
40.005252,116.31786799999999,1240102571.0
40.005069,116.31788999999999,1240102576.0
40.004884999999994,116.318068,1240102581.0
40.004779,116.31829599999999,1240102586.0
40.00475,116.318504,1240102591.0
40.00473,116.31877,1240102596.0
40.004774,116.319078,1240102601.0
40.004781,116.31934,1240102606.0
40.00477,116.319624,1240102611.0
40.004773,116.319903,1240102616.0
40.004773,116.320149,1240102621.0
40.004773,116.320371,1240102626.0
40.004753,116.320626,1240102631.0
40.004729,116.320856,1240102636.0
40.004707,116.321095,1240102641.0
40.004653000000005,116.32123700000001,1240102646.0
40.004589,116.321262,1240102651.0
40.004463,116.321281,1240102656.0
40.004372,116.321306,1240102661.0
40.004199,116.321382,1240102666.0
40.004013,116.321402,1240102671.0
40.003797999999996,116.321409,1240102676.0
40.003623,116.32143400000001,1240102681.0
40.003426,116.321494,1240102686.0
40.003219,116.32150800000001,1240102691.0
40.003038000000004,116.321546,1240102696.0
40.002866,116.32156599999999,1240102701.0
40.002601,116.32156599999999,1240102706.0
40.002364,116.32157099999999,1240102711.0
40.002157000000004,116.321583,1240102716.0
40.001968,116.321601,1240102721.0
40.001723999999996,116.321633,1240102726.0
40.001518,116.321684,1240102731.0
40.001351,116.32176899999999,1240102736.0
40.001119,116.32176499999998,1240102741.0
40.000861,116.32173799999998,1240102746.0
40.000688000000004,116.32174199999999,1240102751.0
40.000448,116.32171799999999,1240102756.0
40.000238,116.321754,1240102761.0
40.000036,116.321827,1240102766.0
39.999859,116.32189199999999,1240102771.0
39.999759999999995,116.32203,1240102776.0
39.999672,116.32218799999998,1240102781.0
39.999673,116.322493,1240102786.0
39.999653,116.32276499999999,1240102791.0
39.99962,116.323016,1240102796.0
39.999608,116.32328100000001,1240102801.0
39.999565000000004,116.323525,1240102806.0
39.999488,116.32370700000001,1240102811.0
39.999444,116.32390900000001,1240102816.0
39.999443,116.32418200000001,1240102821.0
39.999403,116.32446100000001,1240102826.0
39.999316,116.324743,1240102831.0
39.999354,116.325,1240102836.0
39.999497,116.32525600000001,1240102841.0
39.999512,116.325456,1240102846.0
39.999373999999996,116.325544,1240102851.0
39.999221,116.325696,1240102856.0
39.999114,116.32596399999998,1240102861.0
39.999022,116.32614699999999,1240102866.0
39.998867,116.326196,1240102871.0
39.998695,116.3262,1240102876.0
39.998495,116.32623600000001,1240102881.0
39.998281,116.326226,1240102886.0
39.998069,116.32622099999999,1240102891.0
39.997852,116.32622099999999,1240102896.0
39.997676,116.326325,1240102901.0
39.997483,116.32633500000001,1240102906.0
39.997299,116.326352,1240102911.0
39.99707,116.326346,1240102916.0
39.996855,116.32636399999998,1240102921.0
39.99665,116.326396,1240102926.0
39.996501,116.32643700000001,1240102931.0
39.99641,116.326507,1240102936.0
39.996311999999996,116.326466,1240102941.0
39.996241,116.32643600000002,1240102946.0
39.996065,116.326383,1240102951.0
39.995931,116.326374,1240102956.0
39.995801,116.32640500000001,1240102961.0
39.995717,116.32641299999999,1240102966.0
39.995702,116.326396,1240102971.0
39.995702,116.326396,1240102974.0
39.995703999999996,116.326396,1240102976.0
39.995651,116.326428,1240102981.0
39.995588,116.326489,1240102986.0
39.995601,116.326546,1240102991.0
39.995601,116.326575,1240102996.0
39.995505,116.32663000000001,1240103001.0
39.995426,116.32672600000001,1240103006.0
39.995339,116.326742,1240103011.0
39.995312,116.326698,1240103016.0
